review_uid,destination,source,language_review,stars,date,text_clean,polaridad_sugerida,aspecto_sugerido,motivo_minado,score_minado,prioridad_anotacion
gm_0868b1f21ac4e96d,Huacas del Sol y de la Luna,Google Maps,es,5,2021-01-30T02:24:25.810Z,"El museo y la misma Huaca son muy interesantes. El lugar está además bien cuidado, con kiosko, baños muy limpios y venta de recuerdos. El servicio de guía se paga aparte pero vale la pena. Es una pena que vengan tan pocos turistas a conocer, no saben lo que se pierden.",negativo,costos,estrellas=5 | neg_sutil:una pena | conector:pero,0.333,alta
gm_0868b1f21ac4e96d,Huacas del Sol y de la Luna,Google Maps,es,5,2021-01-30T02:24:25.810Z,"El museo y la misma Huaca son muy interesantes. El lugar está además bien cuidado, con kiosko, baños muy limpios y venta de recuerdos. El servicio de guía se paga aparte pero vale la pena. Es una pena que vengan tan pocos turistas a conocer, no saben lo que se pierden.",negativo,atencion_servicio,estrellas=5 | neg_sutil:una pena | conector:pero,0.333,alta
gm_52d07f1f8c56aa18,Huacas del Sol y de la Luna,Google Maps,es,5,2019-03-09T20:17:02.726Z,"Lugar increíble que te hace sentir la historia en carne viva, es genial imaginar lo que significaban estos templos para la antigua cultura moche, un lugar lleno de vellesa histórica, lástima que sólo se puede visitar el sitio con guía y con un recorrido preestablecido, pero tiempo al tiempo pues los trabajos de imbestigacion en el lugar aún continúan, esperemos que nos rebelen mucho más de esta increible cultura, el centro arqueologico cue ta con los servicios bacicos, si te encuentras por la ciudad no dudes en visitar este increíble lugar, locomoción publica desde y hacia el centro de la ciudad.",negativo,atractivos,estrellas=5 | neg_sutil:lastima | conector:pero,0.333,alta
gm_52d07f1f8c56aa18,Huacas del Sol y de la Luna,Google Maps,es,5,2019-03-09T20:17:02.726Z,"Lugar increíble que te hace sentir la historia en carne viva, es genial imaginar lo que significaban estos templos para la antigua cultura moche, un lugar lleno de vellesa histórica, lástima que sólo se puede visitar el sitio con guía y con un recorrido preestablecido, pero tiempo al tiempo pues los trabajos de imbestigacion en el lugar aún continúan, esperemos que nos rebelen mucho más de esta increible cultura, el centro arqueologico cue ta con los servicios bacicos, si te encuentras por la ciudad no dudes en visitar este increíble lugar, locomoción publica desde y hacia el centro de la ciudad.",negativo,atencion_servicio,estrellas=5 | neg_sutil:lastima | conector:pero,0.333,alta
gm_f5a7e823aa868b05,Huacas del Sol y de la Luna,Google Maps,es,5,2021-12-22T19:41:19.597Z,"Hermoso lugar. Lástima que llegamos en pleno mantenimiento, pero igual se pudo disfrutar de un poco de historia.",negativo,atractivos,estrellas=5 | neg_sutil:lastima | conector:pero,0.333,alta
gm_f5a7e823aa868b05,Huacas del Sol y de la Luna,Google Maps,es,5,2021-12-22T19:41:19.597Z,"Hermoso lugar. Lástima que llegamos en pleno mantenimiento, pero igual se pudo disfrutar de un poco de historia.",negativo,accesibilidad,estrellas=5 | neg_sutil:lastima | conector:pero,0.333,alta
gm_3f840d8a73cb68c7,Líneas y Geoglifos de Nasca y Palpa,Google Maps,en,4,2024-10-08T17:00:55.313Z,"I didn't take the flight, I only saw from the viewing platforms and I would say it's not worth going out of your way for. But since you're likely to drive right past, it's worth a stop and a few dollars to view from the platforms.",negativo,atractivos,estrellas=4 | neg_sutil:not worth | conector:but,0.333,alta
gm_3f840d8a73cb68c7,Líneas y Geoglifos de Nasca y Palpa,Google Maps,en,4,2024-10-08T17:00:55.313Z,"I didn't take the flight, I only saw from the viewing platforms and I would say it's not worth going out of your way for. But since you're likely to drive right past, it's worth a stop and a few dollars to view from the platforms.",negativo,costos,estrellas=4 | neg_sutil:not worth | conector:but,0.333,alta
gm_9f23d3b2e69b5496,Líneas y Geoglifos de Nasca y Palpa,Google Maps,en,4,2016-07-15T08:27:36.297Z,A little overrated but still... it is history.,negativo,atractivos,estrellas=4 | neg_sutil:overrated | conector:but,0.333,alta
gm_df99ee222438b0a1,Líneas y Geoglifos de Nasca y Palpa,Google Maps,en,3,2017-01-21T10:59:41.907Z,"A bit disappointing. The panamericana (the highway) ruins quite a few spots and to see all the figures (the lines aren't really that interesting) you need to travel quite a bit. We used just the observation towers and the distance and the haze makes experiencing it quite hard. Obviously getting a small plane to show you the figures is the other alternative, which we didn't do. I was hoping the museum (Maria Reiche) would give us mire insight, but that is more about her life and less about the lines...",negativo,atractivos,estrellas=3 | neg_sutil:disappointing | conector:but,0.333,alta
gm_df99ee222438b0a1,Líneas y Geoglifos de Nasca y Palpa,Google Maps,en,3,2017-01-21T10:59:41.907Z,"A bit disappointing. The panamericana (the highway) ruins quite a few spots and to see all the figures (the lines aren't really that interesting) you need to travel quite a bit. We used just the observation towers and the distance and the haze makes experiencing it quite hard. Obviously getting a small plane to show you the figures is the other alternative, which we didn't do. I was hoping the museum (Maria Reiche) would give us mire insight, but that is more about her life and less about the lines...",negativo,accesibilidad,estrellas=3 | neg_sutil:disappointing | conector:but,0.333,alta
gm_1a51c904b16de168,Líneas y Geoglifos de Nasca y Palpa,Google Maps,es,5,2023-01-22T22:30:11.176Z,"Lamentable ..... Pero siendo un lugar cultural para visitar , esté de lado por la situación de protestas en la que estamos viviendo en nuestro país que está afectando el turismo en Nasca y a nivel nacional .... Esperemos se solucione pronto todo éste malestar y seamos parte de una solucion democrática que ayude a k progreso de nuestro país y de nuestras familias .... No al atraso !!!;",negativo,atractivos,estrellas=5 | neg_sutil:lamentable | conector:pero,0.333,alta
gm_1a51c904b16de168,Líneas y Geoglifos de Nasca y Palpa,Google Maps,es,5,2023-01-22T22:30:11.176Z,"Lamentable ..... Pero siendo un lugar cultural para visitar , esté de lado por la situación de protestas en la que estamos viviendo en nuestro país que está afectando el turismo en Nasca y a nivel nacional .... Esperemos se solucione pronto todo éste malestar y seamos parte de una solucion democrática que ayude a k progreso de nuestro país y de nuestras familias .... No al atraso !!!;",negativo,atencion_servicio,estrellas=5 | neg_sutil:lamentable | conector:pero,0.333,alta
gm_aff4772fff7da791,Museo Tumbas Reales del Señor de Sipán,Google Maps,en,5,2023-01-20T16:34:46.679Z,"Beautiful museum, with amazing exhibits, really enjoyed, paid extra for a guided tour, but unfortunately the English speaking guide, spoke hardly any English. Very few of the exhibits had English explanations. But I still enjoyed my time here",negativo,atractivos,"estrellas=5 | neg_sutil:hardly any | conector:unfortunately,but",0.333,alta
gm_aff4772fff7da791,Museo Tumbas Reales del Señor de Sipán,Google Maps,en,5,2023-01-20T16:34:46.679Z,"Beautiful museum, with amazing exhibits, really enjoyed, paid extra for a guided tour, but unfortunately the English speaking guide, spoke hardly any English. Very few of the exhibits had English explanations. But I still enjoyed my time here",negativo,costos,"estrellas=5 | neg_sutil:hardly any | conector:unfortunately,but",0.333,alta
gm_aff4772fff7da791,Museo Tumbas Reales del Señor de Sipán,Google Maps,en,5,2023-01-20T16:34:46.679Z,"Beautiful museum, with amazing exhibits, really enjoyed, paid extra for a guided tour, but unfortunately the English speaking guide, spoke hardly any English. Very few of the exhibits had English explanations. But I still enjoyed my time here",negativo,atencion_servicio,"estrellas=5 | neg_sutil:hardly any | conector:unfortunately,but",0.333,alta
gm_15fa82a0537d0eb2,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2018-10-20T21:58:23.663Z,Muy bonito e interesante sobre todo cuando es guiado lástima no se pueda tomar fotos pero es por la seguridad del museo.,negativo,atractivos,estrellas=5 | neg_sutil:lastima | conector:pero,0.333,alta
gm_15fa82a0537d0eb2,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2018-10-20T21:58:23.663Z,Muy bonito e interesante sobre todo cuando es guiado lástima no se pueda tomar fotos pero es por la seguridad del museo.,negativo,atencion_servicio,estrellas=5 | neg_sutil:lastima | conector:pero,0.333,alta
gm_1c674655538859a2,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2024-11-08T01:08:14.832Z,"Bonito museo. Lástima que no se puede tomar foto, pero creo que es lo mejor para que no se deteriore más rápido la infraestructura.",negativo,atractivos,estrellas=5 | neg_sutil:lastima | conector:pero,0.333,alta
gm_357a02547d2505c8,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,4,2023-08-10T21:24:54.134Z,"Muy bonito pero falta mantenimiento, pues hay varias luces o luminarias malogradas.",negativo,atractivos,estrellas=4 | neg_sutil:falta mantenimiento | conector:pero,0.333,alta
gm_561268bae3606679,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,4,2018-03-03T05:18:28.439Z,"Fuimos hace 4 años y fue impresionante, sin embargo después de este tiempo hemos visto q está algo descuidado y no ha mejorado en nada, sin embargo sigue siendo uno de los museos más importantes del mundo. Tiene mucho para mejorar.",negativo,atractivos,estrellas=4 | neg_sutil:descuidado | conector:sin embargo,0.333,alta
gm_78d7813ae5d67db9,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,4,2022-06-27T18:31:02.122Z,Bien museo pero está un poco descuidado estos días. Las personas que venden recuerdos a la salida pueden ser un poco molestas por su insistencia. Lo ideal es contar con un guía que oriente la visita,negativo,atractivos,estrellas=4 | neg_sutil:descuidado | conector:pero,0.333,alta
gm_78d7813ae5d67db9,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,4,2022-06-27T18:31:02.122Z,Bien museo pero está un poco descuidado estos días. Las personas que venden recuerdos a la salida pueden ser un poco molestas por su insistencia. Lo ideal es contar con un guía que oriente la visita,negativo,accesibilidad,estrellas=4 | neg_sutil:descuidado | conector:pero,0.333,alta
gm_78d7813ae5d67db9,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,4,2022-06-27T18:31:02.122Z,Bien museo pero está un poco descuidado estos días. Las personas que venden recuerdos a la salida pueden ser un poco molestas por su insistencia. Lo ideal es contar con un guía que oriente la visita,negativo,atencion_servicio,estrellas=4 | neg_sutil:descuidado | conector:pero,0.333,alta
gm_7cc771cf7df556df,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2020-02-18T23:31:54.871Z,Espectacular!!! Lástima que no se pueda tomar fotos!! Pero todo es tan bello,negativo,atractivos,estrellas=5 | neg_sutil:lastima | conector:pero,0.333,alta
gm_977f571bf2792245,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2019-01-25T04:14:49.605Z,"Hermoso, lleno de mística e imponente, lastima que no se puedan tomar fotografías dentro del museo, pero es una experiencia inolvidable.",negativo,atractivos,estrellas=5 | neg_sutil:lastima | conector:pero,0.333,alta
gm_ec9548258c053095,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,4,2019-02-01T12:00:04.535Z,"Es un lugar espectacular, tiene bien definido el concepto del museo. Te asombra mucho el ver las joyas reales. Lo recomiendo. Somo que debe mejorar, la iluminacion; el concepto oscufo tiene un fin, pero al menos que la señalizacion sea buena tambien que el aire acondicionado sea constante. Las luminarias de los objetos mostrados dejan mucho que desear, mejorar",negativo,atractivos,estrellas=4 | neg_sutil:dejan mucho que desear | conector:pero,0.333,alta
gm_ec9548258c053095,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,4,2019-02-01T12:00:04.535Z,"Es un lugar espectacular, tiene bien definido el concepto del museo. Te asombra mucho el ver las joyas reales. Lo recomiendo. Somo que debe mejorar, la iluminacion; el concepto oscufo tiene un fin, pero al menos que la señalizacion sea buena tambien que el aire acondicionado sea constante. Las luminarias de los objetos mostrados dejan mucho que desear, mejorar",negativo,accesibilidad,estrellas=4 | neg_sutil:dejan mucho que desear | conector:pero,0.333,alta
gm_f77380923d8d600a,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2021-03-08T01:35:28.284Z,"Muy interesante la colección, pero es una pena que no dejen sacar fotografías. Aviso a los visitantes: no es posible el ingreso con cámaras fotográficas NI TELÉFONOS CELULARES, todas estas pertenencias deben ser dejadas en guarda previo a la entrada. The collection is very interesting, but it is a pity that they do not allow taking pictures. Notice to visitors: it is not possible to enter with cameras OR CELLULAR TELEPHONES, all these belongings must be left in custody prior to entry.",negativo,atractivos,"estrellas=5 | neg_sutil:una pena | conector:pero,but",0.333,alta
gm_f77380923d8d600a,Museo Tumbas Reales del Señor de Sipán,Google Maps,es,5,2021-03-08T01:35:28.284Z,"Muy interesante la colección, pero es una pena que no dejen sacar fotografías. Aviso a los visitantes: no es posible el ingreso con cámaras fotográficas NI TELÉFONOS CELULARES, todas estas pertenencias deben ser dejadas en guarda previo a la entrada. The collection is very interesting, but it is a pity that they do not allow taking pictures. Notice to visitors: it is not possible to enter with cameras OR CELLULAR TELEPHONES, all these belongings must be left in custody prior to entry.",negativo,costos,"estrellas=5 | neg_sutil:una pena | conector:pero,but",0.333,alta
gm_c5453b97f881e095,Museo de Sitio Huaca Pucllana,Google Maps,en,4,2018-05-11T14:01:23.046Z,"This can definitely be missed if you don't have time or care about history. Still very interesting to see how Adobe mud bricks were made and millions of them form this flat top pyramid. The tour isn't that exciting, seems very scripted, don't expect answers to anything beyond the script. Life size figurines recreate scenes of the past. I bet Miraflores was beautiful before the concrete jungle sporuted up and stole the life of the land. Not sure I'm a fan of the animals there, but at least they're alive. Definitely see this Before Machu Picchu.. if you come here after, you'll be disappointed (as the tourists next to me were).",negativo,atractivos,estrellas=4 | neg_sutil:disappointed | conector:but,0.333,alta
gm_c9897330cb862f20,Museo de Sitio Huaca Pucllana,Google Maps,en,4,2019-05-16T20:39:09.592Z,"Nice history, but the fact that it's constructed feels disappointing",negativo,atractivos,estrellas=4 | neg_sutil:disappointing | conector:but,0.333,alta
gm_c9897330cb862f20,Museo de Sitio Huaca Pucllana,Google Maps,en,4,2019-05-16T20:39:09.592Z,"Nice history, but the fact that it's constructed feels disappointing",negativo,costos,estrellas=4 | neg_sutil:disappointing | conector:but,0.333,alta
gm_e0f9c8918824287f,Museo de Sitio Huaca Pucllana,Google Maps,en,4,2025-09-12T17:58:42.861Z,"The site is definitely worth visiting. It is very impressive. Sadly, we were forced to join a tour instead of walking at our own pace, and the tour felt very rushed. There was never time to just appreciate the site, but instead we had to strictly follow the tour guide or we would miss half of the information. Furthermore, the tour guide's accent and fast pace made it difficult to understand much of their commentary.",negativo,atractivos,estrellas=4 | neg_sutil:forced to | conector:but,0.333,alta
gm_e0f9c8918824287f,Museo de Sitio Huaca Pucllana,Google Maps,en,4,2025-09-12T17:58:42.861Z,"The site is definitely worth visiting. It is very impressive. Sadly, we were forced to join a tour instead of walking at our own pace, and the tour felt very rushed. There was never time to just appreciate the site, but instead we had to strictly follow the tour guide or we would miss half of the information. Furthermore, the tour guide's accent and fast pace made it difficult to understand much of their commentary.",negativo,costos,estrellas=4 | neg_sutil:forced to | conector:but,0.333,alta
gm_e0f9c8918824287f,Museo de Sitio Huaca Pucllana,Google Maps,en,4,2025-09-12T17:58:42.861Z,"The site is definitely worth visiting. It is very impressive. Sadly, we were forced to join a tour instead of walking at our own pace, and the tour felt very rushed. There was never time to just appreciate the site, but instead we had to strictly follow the tour guide or we would miss half of the information. Furthermore, the tour guide's accent and fast pace made it difficult to understand much of their commentary.",negativo,accesibilidad,estrellas=4 | neg_sutil:forced to | conector:but,0.333,alta
gm_fbab20b27a8ee648,Museo de Sitio Huaca Pucllana,Google Maps,en,4,2017-07-14T22:01:26.024Z,"Too bad that you're no longer visiting the site on your own! A tour guide must be assigned either in Spanish or English. Tour guide is limited in explaining the Archeology of the site, the history of human sacrifices that was found at the site. A little bit disappointed, but overall it's an interesting experience.",negativo,atractivos,estrellas=4 | neg_sutil:disappointed | conector:but,0.333,alta
gm_fbab20b27a8ee648,Museo de Sitio Huaca Pucllana,Google Maps,en,4,2017-07-14T22:01:26.024Z,"Too bad that you're no longer visiting the site on your own! A tour guide must be assigned either in Spanish or English. Tour guide is limited in explaining the Archeology of the site, the history of human sacrifices that was found at the site. A little bit disappointed, but overall it's an interesting experience.",negativo,costos,estrellas=4 | neg_sutil:disappointed | conector:but,0.333,alta
gm_fbab20b27a8ee648,Museo de Sitio Huaca Pucllana,Google Maps,en,4,2017-07-14T22:01:26.024Z,"Too bad that you're no longer visiting the site on your own! A tour guide must be assigned either in Spanish or English. Tour guide is limited in explaining the Archeology of the site, the history of human sacrifices that was found at the site. A little bit disappointed, but overall it's an interesting experience.",negativo,atencion_servicio,estrellas=4 | neg_sutil:disappointed | conector:but,0.333,alta
gm_b73d85925539d12b,Parque Arqueológico de Sacsayhuamán,Google Maps,en,4,2026-04-26T03:10:57.459Z,"This place is beautiful and precious, it's a UNESCO World Heritage Site for sure. Unfortunately, there was a bummer, there was no guided tours offered by the museum. There were no information panels on the grounds, except for two or three at the entrance. A map of the site, which we were given upon request, contained virtually no information, but advertisements for other museums in Cusco. For the 70 PEN entrance fee, Guests could expect a bit more effort. You should definitely hire a guide to understand everything that's to discover.",negativo,atractivos,"estrellas=4 | neg_sutil:no information | conector:unfortunately,but",0.333,alta
gm_b73d85925539d12b,Parque Arqueológico de Sacsayhuamán,Google Maps,en,4,2026-04-26T03:10:57.459Z,"This place is beautiful and precious, it's a UNESCO World Heritage Site for sure. Unfortunately, there was a bummer, there was no guided tours offered by the museum. There were no information panels on the grounds, except for two or three at the entrance. A map of the site, which we were given upon request, contained virtually no information, but advertisements for other museums in Cusco. For the 70 PEN entrance fee, Guests could expect a bit more effort. You should definitely hire a guide to understand everything that's to discover.",negativo,costos,"estrellas=4 | neg_sutil:no information | conector:unfortunately,but",0.333,alta
gm_b73d85925539d12b,Parque Arqueológico de Sacsayhuamán,Google Maps,en,4,2026-04-26T03:10:57.459Z,"This place is beautiful and precious, it's a UNESCO World Heritage Site for sure. Unfortunately, there was a bummer, there was no guided tours offered by the museum. There were no information panels on the grounds, except for two or three at the entrance. A map of the site, which we were given upon request, contained virtually no information, but advertisements for other museums in Cusco. For the 70 PEN entrance fee, Guests could expect a bit more effort. You should definitely hire a guide to understand everything that's to discover.",negativo,accesibilidad,"estrellas=4 | neg_sutil:no information | conector:unfortunately,but",0.333,alta
gm_bcdbfc2a889c6aa0,Parque Arqueológico de Sacsayhuamán,Google Maps,en,5,2018-11-11T02:25:43.754Z,"Beautiful and extensive ruins just outside of Cusco city center. Walls are made of beautiful huge boulders fitted perfectly together and the lookout has amazing views of the city. Leila and I walked up here after a walking tour dropped us off not far from the final climb. It was and unexpectedly hot and sunny day, and the altitude still makes climbing hard. But it was worth the climb",negativo,atractivos,estrellas=5 | neg_sutil:far from | conector:but,0.333,alta
gm_bcdbfc2a889c6aa0,Parque Arqueológico de Sacsayhuamán,Google Maps,en,5,2018-11-11T02:25:43.754Z,"Beautiful and extensive ruins just outside of Cusco city center. Walls are made of beautiful huge boulders fitted perfectly together and the lookout has amazing views of the city. Leila and I walked up here after a walking tour dropped us off not far from the final climb. It was and unexpectedly hot and sunny day, and the altitude still makes climbing hard. But it was worth the climb",negativo,accesibilidad,estrellas=5 | neg_sutil:far from | conector:but,0.333,alta
gm_e63147b83898df9d,Parque Arqueológico de Sacsayhuamán,Google Maps,en,4,2025-01-17T00:02:37.448Z,Impressive site but essentially no information. We hired a guide for 70k but of course your mileage may vary. Walk there is moderately strenuous but the views of the city are good.,negativo,atractivos,estrellas=4 | neg_sutil:no information | conector:but,0.333,alta
gm_e63147b83898df9d,Parque Arqueológico de Sacsayhuamán,Google Maps,en,4,2025-01-17T00:02:37.448Z,Impressive site but essentially no information. We hired a guide for 70k but of course your mileage may vary. Walk there is moderately strenuous but the views of the city are good.,negativo,accesibilidad,estrellas=4 | neg_sutil:no information | conector:but,0.333,alta
gm_e63147b83898df9d,Parque Arqueológico de Sacsayhuamán,Google Maps,en,4,2025-01-17T00:02:37.448Z,Impressive site but essentially no information. We hired a guide for 70k but of course your mileage may vary. Walk there is moderately strenuous but the views of the city are good.,negativo,atencion_servicio,estrellas=4 | neg_sutil:no information | conector:but,0.333,alta
gm_111e0e3fc741bd64,Parque Nacional Huascarán,Google Maps,es,5,2019-04-09T22:36:40.556Z,Terrible caminata para llegar a un lugar soñado,negativo,accesibilidad,estrellas=5 | neg_sutil:,0.333,media
gm_134a341456b383ec,Parque Nacional Huascarán,Google Maps,es,5,2018-09-05T03:40:09.062Z,Las ruinas están en muy mal estado de conservación pero las vistas del lago desde lo alto de la colina son excepcionales.,negativo,atractivos,estrellas=5 | neg_sutil:mal estado | conector:pero,0.333,alta
gm_24b665af89049e51,Reserva Nacional de Paracas,Google Maps,es,4,2016-07-05T12:50:38.470Z,"Buenas playas y mar muy tranquilo. Si lo deseas puedes ir a las islas a buscar a los lobos de mar. Como reserva está muy bien cuidada aunque deberían mejorar los accesos a las playas, que son el motivo por el cual la mayoría ingresa y que le dan la una buena parte de sus ingresos a la reserva.",negativo,atractivos,estrellas=4 | neg_sutil:deberian mejorar | conector:aunque,0.333,alta
gm_24b665af89049e51,Reserva Nacional de Paracas,Google Maps,es,4,2016-07-05T12:50:38.470Z,"Buenas playas y mar muy tranquilo. Si lo deseas puedes ir a las islas a buscar a los lobos de mar. Como reserva está muy bien cuidada aunque deberían mejorar los accesos a las playas, que son el motivo por el cual la mayoría ingresa y que le dan la una buena parte de sus ingresos a la reserva.",negativo,accesibilidad,estrellas=4 | neg_sutil:deberian mejorar | conector:aunque,0.333,alta
gm_82acdf5c13cf4a00,Reserva Nacional de Paracas,Google Maps,es,5,2021-08-10T17:11:28.642Z,"Una de las hermosas playas que conozco, gracias a la reserva se mantiene bien limpia aunque lastima q los humanos no tenemos los valores de la Limpieza pero lo cuidan mucho, solo sería bueno más tachos para los residuos e iluminación para apreciar un hermoso atardecer",negativo,atractivos,"estrellas=5 | neg_sutil:lastima | conector:pero,aunque",0.333,alta
gm_2f16aeb5b7da8fa8,Santuario Arqueológico de Pachacámac,Google Maps,es,5,2025-06-02T18:25:10.008Z,"El lugar es simplemente espectacular, un 15 de 10 sin duda. La vista, la historia y la energía que se siente ahí son incomparables. Es un sitio que recomendaría visitar al 100%, realmente vale la pena. Sin embargo, tuvimos una mala experiencia en la tienda de recuerdos. Las señoras que atienden se negaron a darnos precios y prácticamente nos ignoraron, mientras que a unos turistas estadounidenses sí los atendieron con toda la amabilidad. A pesar de que mostrábamos interés en comprar, no recibimos ni la más mínima atención. Una pena que un lugar tan increíble se vea opacado por ese tipo de actitudes. Ojalá puedan mejorar ese aspecto, porque el sitio lo merece.",negativo,atractivos,estrellas=5 | neg_sutil:una pena | conector:sin embargo,0.333,alta
gm_2f16aeb5b7da8fa8,Santuario Arqueológico de Pachacámac,Google Maps,es,5,2025-06-02T18:25:10.008Z,"El lugar es simplemente espectacular, un 15 de 10 sin duda. La vista, la historia y la energía que se siente ahí son incomparables. Es un sitio que recomendaría visitar al 100%, realmente vale la pena. Sin embargo, tuvimos una mala experiencia en la tienda de recuerdos. Las señoras que atienden se negaron a darnos precios y prácticamente nos ignoraron, mientras que a unos turistas estadounidenses sí los atendieron con toda la amabilidad. A pesar de que mostrábamos interés en comprar, no recibimos ni la más mínima atención. Una pena que un lugar tan increíble se vea opacado por ese tipo de actitudes. Ojalá puedan mejorar ese aspecto, porque el sitio lo merece.",negativo,costos,estrellas=5 | neg_sutil:una pena | conector:sin embargo,0.333,alta
gm_2f16aeb5b7da8fa8,Santuario Arqueológico de Pachacámac,Google Maps,es,5,2025-06-02T18:25:10.008Z,"El lugar es simplemente espectacular, un 15 de 10 sin duda. La vista, la historia y la energía que se siente ahí son incomparables. Es un sitio que recomendaría visitar al 100%, realmente vale la pena. Sin embargo, tuvimos una mala experiencia en la tienda de recuerdos. Las señoras que atienden se negaron a darnos precios y prácticamente nos ignoraron, mientras que a unos turistas estadounidenses sí los atendieron con toda la amabilidad. A pesar de que mostrábamos interés en comprar, no recibimos ni la más mínima atención. Una pena que un lugar tan increíble se vea opacado por ese tipo de actitudes. Ojalá puedan mejorar ese aspecto, porque el sitio lo merece.",negativo,atencion_servicio,estrellas=5 | neg_sutil:una pena | conector:sin embargo,0.333,alta
gm_7b82090130e618d5,Santuario Arqueológico de Pachacámac,Google Maps,es,5,2019-10-14T00:54:09.046Z,"Si bien no tuvimos la suerte de contar con un buen guia, se puede apreciar el santuario. Llama la atencion, si bien se comprende porque no habia cerca, porque fue construido en barro. Pero hay historia. Lastima que el hombre y la lluvia lo destruyen lentamente...",negativo,atractivos,estrellas=5 | neg_sutil:lastima | conector:pero,0.333,alta
gm_7b82090130e618d5,Santuario Arqueológico de Pachacámac,Google Maps,es,5,2019-10-14T00:54:09.046Z,"Si bien no tuvimos la suerte de contar con un buen guia, se puede apreciar el santuario. Llama la atencion, si bien se comprende porque no habia cerca, porque fue construido en barro. Pero hay historia. Lastima que el hombre y la lluvia lo destruyen lentamente...",negativo,atencion_servicio,estrellas=5 | neg_sutil:lastima | conector:pero,0.333,alta
gm_a048ab5fa29fd6fe,Santuario Arqueológico de Pachacámac,Google Maps,es,4,2019-08-04T07:15:17.321Z,"Merecería 5 estrellas, pero falta información en la taquilla, por lo demás todo fantástico, hubo la suerte de tener una guía muy amable y con conocimiento, es un lugar que invita a repetir la experiencia, por mi parte recomendaría en verano, para poder apreciar mejores vistas",negativo,atractivos,estrellas=4 | neg_sutil:falta informacion | conector:pero,0.333,alta
gm_a048ab5fa29fd6fe,Santuario Arqueológico de Pachacámac,Google Maps,es,4,2019-08-04T07:15:17.321Z,"Merecería 5 estrellas, pero falta información en la taquilla, por lo demás todo fantástico, hubo la suerte de tener una guía muy amable y con conocimiento, es un lugar que invita a repetir la experiencia, por mi parte recomendaría en verano, para poder apreciar mejores vistas",negativo,atencion_servicio,estrellas=4 | neg_sutil:falta informacion | conector:pero,0.333,alta
gm_c9bdc856570bd565,Santuario Arqueológico de Pachacámac,Google Maps,es,4,2025-10-04T23:16:57.928Z,"Me gustó. Lamentablemente, a mí juicio, hay poca información en circuito. Pero muy buen sitio arqueológico",negativo,atractivos,"estrellas=4 | neg_sutil:poca informacion | conector:pero,lamentablemente",0.333,alta
gm_c9bdc856570bd565,Santuario Arqueológico de Pachacámac,Google Maps,es,4,2025-10-04T23:16:57.928Z,"Me gustó. Lamentablemente, a mí juicio, hay poca información en circuito. Pero muy buen sitio arqueológico",negativo,atencion_servicio,"estrellas=4 | neg_sutil:poca informacion | conector:pero,lamentablemente",0.333,alta
gm_1d4d56aa0fc3b47a,Sitio Arqueológico de Ollantaytambo,Google Maps,en,5,2026-01-11T22:01:02.152Z,"Loved this place. Not too busy, plenty to see, quite disappointed a path off along the valley was closed, but still a big site",negativo,atractivos,estrellas=5 | neg_sutil:disappointed | conector:but,0.333,alta
gm_1d4d56aa0fc3b47a,Sitio Arqueológico de Ollantaytambo,Google Maps,en,5,2026-01-11T22:01:02.152Z,"Loved this place. Not too busy, plenty to see, quite disappointed a path off along the valley was closed, but still a big site",negativo,accesibilidad,estrellas=5 | neg_sutil:disappointed | conector:but,0.333,alta
